Organism MutS Tudor_domain Tudor_dist PWWP_domain PWWP_dist Tudor_call PWWP_call
"Claviceps digitariae" 1 0 Inf 0 Inf Absent Absent
"Notodromas monacha" 1 0 Inf 2 7503 Absent Present
"Apophysomyces sp. BC1015" 2 0 Inf 0 Inf Absent Absent
"Mortierella sp. NVP41" 1 0 Inf 0 Inf Absent Absent
"Haplosporangium sp. Z 11" 1 0 Inf 0 Inf Absent Absent
"Probosciger aterrimus" 1 0 Inf 2 21 Absent Present
"Leucocoprinus birnbaumii" 1 0 Inf 0 Inf Absent Absent
"Panaeolus cyanescens" 1 0 Inf 0 Inf Absent Absent
"Aphanomyces stellatus" 2 0 Inf 0 Inf Absent Absent
"Cudoniella acicularis" 1 0 Inf 0 Inf Absent Absent
"Chlorella ohadii" 2 2 400 0 120726 Present Absent
"Tephrocybe rancida" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2336" 1 0 Inf 0 Inf Absent Absent
"Lachnellula occidentalis" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. GBA30" 1 0 Inf 0 Inf Absent Absent
"Ceratobasidium sp. 414" 1 0 Inf 0 Inf Absent Absent
"Ignelater luminosus" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 988" 1 0 Inf 0 Inf Absent Absent
"Trinorchestia longiramus" 1 0 Inf 2 548 Absent Present
"Claviceps sp. LM78 group G4" 1 0 Inf 0 Inf Absent Absent
"Usnochroma carphineum" 1 0 Inf 0 Inf Absent Absent
"Claviceps sp. LM77 group G4" 1 0 Inf 0 Inf Absent Absent
"Nyctiprogne leucopyga" 1 0 Inf 2 21 Absent Present
"Seirophora villosa" 1 0 22443 0 Inf Absent Absent
"Flavoplaca oasis" 1 0 Inf 0 34774 Absent Absent
"Dentipellis fragilis" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4518 (FW-2643)" 1 0 Inf 0 Inf Absent Absent
"Xanthoria sp. 2 TBL-2021" 1 0 Inf 0 Inf Absent Absent
"Triparma columacea" 1 1 Inf 0 Inf Present Absent
"Ophiocordyceps polyrhachis-furcata BCC 54312" 1 0 Inf 0 Inf Absent Absent
"Claviceps cyperi" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum trifolii" 1 0 Inf 0 Inf Absent Absent
"Eubucco bourcierii" 1 0 Inf 2 6 Absent Present
"Enterospora canceri" 1 0 Inf 0 Inf Absent Absent
"Anhinga anhinga" 1 0 Inf 2 21 Absent Present
"Entophlyctis sp. JEL0112" 1 0 Inf 0 Inf Absent Absent
"Neurospora sp. IMI 360204" 1 0 Inf 0 Inf Absent Absent
"Teloschistes flavicans" 1 0 Inf 0 Inf Absent Absent
"Columbina picui" 1 0 Inf 2 21 Absent Present
"Fusarium sp. DS 682" 1 0 Inf 0 Inf Absent Absent
"Balaeniceps rex" 1 0 Inf 2 14735 Absent Present
"Pseudogymnoascus sp. VKM F-4519 (FW-2642)" 1 0 Inf 0 Inf Absent Absent
"Caloplaca aetnensis" 1 0 Inf 0 Inf Absent Absent
"Chrysochromulina tobinii" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4517 (FW-2822)" 1 0 Inf 0 Inf Absent Absent
"Porospora cf. gigantea A" 4 0 Inf 0 Inf Absent Absent
"Thalassarche chlororhynchos" 1 0 Inf 2 13579 Absent Present
"Fusarium albosuccineum" 1 0 Inf 0 Inf Absent Absent
"Ophiocordyceps camponoti-rufipedis" 1 0 Inf 0 Inf Absent Absent
"Diversispora eburnea" 2 0 Inf 0 Inf Absent Absent
"Amoeboaphelidium occidentale" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1721" 1 0 Inf 0 Inf Absent Absent
"Lachnellula cervina" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. 14UC" 1 0 Inf 0 Inf Absent Absent
"Rhizophagus sp. MUCL 43196" 1 0 Inf 0 Inf Absent Absent
"Termitomyces sp. Mn162" 1 0 Inf 0 Inf Absent Absent
"Paraglomus brasilianum" 1 0 Inf 0 Inf Absent Absent
"Thoreauomyces humboldtii" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. AD031" 1 0 Inf 0 Inf Absent Absent
"Atractosteus spatula" 1 0 Inf 2 7608 Absent Present
"Haplosporangium gracile" 1 0 Inf 0 Inf Absent Absent
"Tolypocladium capitatum" 1 0 Inf 0 Inf Absent Absent
"Porospora cf. gigantea B" 3 0 Inf 0 Inf Absent Absent
"Ophiocordyceps unilateralis" 1 0 Inf 0 Inf Absent Absent
"Gryganskiella cystojenkinii" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4514 (FW-929)" 1 0 Inf 0 Inf Absent Absent
"Podochytrium sp. JEL0797" 1 0 Inf 0 Inf Absent Absent
"Tremellales sp. Tagirdzhanova-0007" 1 0 Inf 0 Inf Absent Absent
"Dispira simplex" 1 0 Inf 0 Inf Absent Absent
"Phytophthora fragariaefolia" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. GBA43" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. BCRC 34301" 1 0 Inf 0 Inf Absent Absent
"Sphagnurus paluster" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-3557" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4520 (FW-2644)" 1 0 Inf 0 Inf Absent Absent
"Cystoisospora suis" 1 0 Inf 0 Inf Absent Absent
"Schaereria dolodes" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4246" 1 0 Inf 0 Inf Absent Absent
"Caloplaca ligustica" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 332" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. AM989" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-4281 (FW-2241)" 1 0 Inf 0 Inf Absent Absent
"Lachnellula suecica" 1 0 Inf 0 Inf Absent Absent
"Hanseniaspora osmophila" 1 0 Inf 0 Inf Absent Absent
"Irineochytrium annulatum" 1 0 Inf 0 Inf Absent Absent
"Parmales sp. scaly parma" 1 1 Inf 0 Inf Present Absent
"Coemansia sp. RSA 485" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 552" 1 0 Inf 0 Inf Absent Absent
"Pseudoatta argentina" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2711" 1 0 Inf 0 Inf Absent Absent
"Diaporthe helianthi" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1939" 2 0 Inf 0 Inf Absent Absent
"Mortierella sp. GBA35" 1 0 Inf 0 Inf Absent Absent
"Symbiodinium pilosum" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1722" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. VKM F-3808" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. 24MN13" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. Benny D160-2" 1 0 Inf 0 Inf Absent Absent
"Dactylellina cionopaga" 1 0 Inf 0 Inf Absent Absent
"Phaetusa simplex" 1 0 Inf 2 24 Absent Present
"Coemansia sp. RSA 922" 3 0 Inf 0 Inf Absent Absent
"Tulasnella sp. UAMH 9824" 1 0 Inf 0 Inf Absent Absent
"Bodo saltans" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 331" 1 0 Inf 0 Inf Absent Absent
"Smittium culicis" 2 0 Inf 0 Inf Absent Absent
"Hericium alpestre" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. GBA39" 1 0 Inf 0 Inf Absent Absent
"Candelina submexicana" 1 0 Inf 0 Inf Absent Absent
"Claviceps citrina" 1 0 Inf 0 Inf Absent Absent
"Claviceps sorghi" 1 0 Inf 0 Inf Absent Absent
"Scopus umbretta" 1 0 Inf 2 21 Absent Present
"Sticta canariensis" 1 0 Inf 0 Inf Absent Absent
"Dinothrombium tinctorium" 1 0 Inf 2 3869 Absent Present
"Smittium mucronatum" 1 0 Inf 0 Inf Absent Absent
"Paraglomus occultum" 1 0 Inf 0 Inf Absent Absent
"Borealophlyctis nickersoniae" 1 0 Inf 0 Inf Absent Absent
"Fregetta grallaria" 1 0 Inf 2 12843 Absent Present
"Coemansia sp. S3946" 3 0 Inf 0 Inf Absent Absent
"Nothophytophthora sp. Chile5" 2 0 Inf 0 Inf Absent Absent
"Cordyceps sp. RAO-2017" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1804" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2675" 1 0 Inf 0 Inf Absent Absent
"Claviceps pusilla" 1 0 Inf 0 Inf Absent Absent
"Ceyx cyanopectus" 1 0 Inf 2 21 Absent Present
"Coemansia sp. S16" 3 0 Inf 0 Inf Absent Absent
"Diploschistes diacapsis" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1365" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. NVP85" 1 0 Inf 0 Inf Absent Absent
"Pelagophyceae sp. CCMP2097" 1 2 4231 0 Inf Present Absent
"Umbilicaria vellea" 1 0 Inf 0 Inf Absent Absent
"Pleopsidium flavum" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. AD032" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 355" 1 0 Inf 0 Inf Absent Absent
"Coemansia brasiliensis" 1 0 Inf 0 Inf Absent Absent
"Dimargaris xerosporica" 1 0 Inf 0 Inf Absent Absent
"Leucoagaricus sp. SymC.cos" 1 0 Inf 0 Inf Absent Absent
"Nemania bipapillata" 1 0 Inf 0 Inf Absent Absent
"Tropilaelaps mercedesae" 1 0 Inf 0 Inf Absent Absent
"Claviceps lovelessii" 1 0 Inf 0 Inf Absent Absent
"Coemansia pectinata" 4 0 Inf 0 Inf Absent Absent
"Mortierella sp. AD094" 1 0 Inf 0 Inf Absent Absent
"Hepatocystis sp. ex Piliocolobus tephrosceles" 1 0 Inf 0 Inf Absent Absent
"Dimargaris verticillata" 1 0 Inf 0 Inf Absent Absent
"Phytomonas sp. Hart1" 1 0 374152 0 Inf Absent Absent
"Ceratobasidium sp. 428" 2 0 Inf 0 Inf Absent Absent
"Ceratobasidium sp. 395" 2 0 Inf 0 Inf Absent Absent
"Ectocarpus sp. CCAP 1310/34" 1 2 16237 0 Inf Present Absent
"Haplosporangium sp. Z 27" 1 0 Inf 0 Inf Absent Absent
"Didymodactylos carnosus" 4 0 Inf 0 Inf Absent Absent
"Tubulinosema ratisbonensis" 1 0 Inf 0 Inf Absent Absent
"Xanthoria aureola" 1 0 Inf 0 Inf Absent Absent
"Erysiphe pulchra" 1 0 Inf 0 Inf Absent Absent
"Coemansia interrupta" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. AD010" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S680" 2 0 Inf 0 Inf Absent Absent
"Symbiodinium necroappetens" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 396" 1 0 Inf 0 Inf Absent Absent
"Xanthoria sp. 1 TBL-2021" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. AD011" 1 0 Inf 0 Inf Absent Absent
"Endogone sp. FLAS-F59071" 2 0 Inf 0 Inf Absent Absent
"Podosphaera aphanis" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 403" 1 0 Inf 0 Inf Absent Absent
"Symbiodinium sp. CCMP2456" 1 0 Inf 0 Inf Absent Absent
"Entomortierella lignicola" 1 0 Inf 0 Inf Absent Absent
"Acromyrmex heyeri" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 376" 1 0 Inf 0 Inf Absent Absent
"Amphiamblys sp. WSBS2006" 1 0 Inf 0 Inf Absent Absent
"Linnemannia exigua" 1 0 Inf 0 Inf Absent Absent
"Funneliformis geosporum" 11 0 Inf 0 Inf Absent Absent
"Ceraceosorus bombacis" 1 0 Inf 0 Inf Absent Absent
"Ambispora gerdemannii" 1 0 Inf 0 Inf Absent Absent
"Elaphomyces granulatus" 1 0 Inf 0 Inf Absent Absent
"Entomortierella beljakovae" 2 0 Inf 0 Inf Absent Absent
"Cetraspora pellucida" 3 0 Inf 0 Inf Absent Absent
"Funneliformis caledonium" 1 0 Inf 0 Inf Absent Absent
"Microctonus hyperodae" 1 0 Inf 0 383895 Absent Absent
"[Pythium] brassicae (nom. inval.)" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2320" 1 0 Inf 0 Inf Absent Absent
"Nosema granulosis" 1 0 Inf 0 Inf Absent Absent
"Mucor ambiguus" 1 0 Inf 0 Inf Absent Absent
"Astraeus odoratus" 1 0 Inf 0 Inf Absent Absent
"Termitomyces sp. Mi166#008" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S155-1" 3 0 Inf 0 Inf Absent Absent
"Cucumispora dikerogammari" 1 0 Inf 0 Inf Absent Absent
"Caloplaca aegaea" 1 0 Inf 0 Inf Absent Absent
"Semnornis frantzii" 2 0 Inf 2 6539 Absent Present
"Serendipita sp. 401" 1 0 Inf 0 Inf Absent Absent
"Trypanosoma equiperdum" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S100" 2 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 419" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 427" 2 0 Inf 0 Inf Absent Absent
"Acaulospora colombiana" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2322" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 418" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 637" 1 0 Inf 0 Inf Absent Absent
"Lachnellula willkommii" 1 0 Inf 0 Inf Absent Absent
"Paragonimus kellicotti" 2 0 Inf 0 Inf Absent Absent
"Termitomyces sp. T32_za158" 1 0 Inf 0 Inf Absent Absent
"Ceratobasidium sp. 394" 3 0 Inf 0 Inf Absent Absent
"Pancytospora epiphaga" 1 0 Inf 0 Inf Absent Absent
"Rhizopogon vesiculosus" 1 0 Inf 0 Inf Absent Absent
"Variospora aurantia" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 522" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1935" 1 0 Inf 0 Inf Absent Absent
"Dentiscutata erythropus" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2610" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 397" 1 0 Inf 0 Inf Absent Absent
"Furculomyces boomerangus" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 399" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 562" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 408" 2 0 Inf 0 Inf Absent Absent
"Smittium angustum" 2 0 Inf 0 Inf Absent Absent
"Ascosphaera aggregata" 1 0 Inf 0 Inf Absent Absent
"Tephrocybe sp. NHM501043" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 405" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2530" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 398" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 411" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2607" 2 0 Inf 0 Inf Absent Absent
"Corythaeola cristata" 1 0 Inf 2 12895 Absent Present
"Dispira parvispora" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. D1744" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2705" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2049" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1285" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1878" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2424" 1 0 Inf 0 Inf Absent Absent
"Serendipita sp. 400" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 370" 1 0 Inf 0 Inf Absent Absent
"Kappamyces sp. JEL0680" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1290" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 353" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 521" 1 0 Inf 0 Inf Absent Absent
"Ascosphaera acerosa" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1933" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2337" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2523" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 518" 1 0 Inf 0 Inf Absent Absent
"Dictyocoela muelleri" 1 0 Inf 0 Inf Absent Absent
"Ceratobasidium sp. 392" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2704" 2 0 Inf 0 Inf Absent Absent
"Medioppia subpectinata" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 371" 1 0 Inf 0 Inf Absent Absent
"Ascosphaera pollenicola" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2399" 1 0 Inf 0 Inf Absent Absent
"Elysia marginata" 1 0 Inf 2 54380 Absent Present
"Acaulospora morrowiae" 1 0 Inf 0 Inf Absent Absent
"Oppiella nova" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. Cherry 401B" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2440" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 455" 2 0 Inf 0 Inf Absent Absent
"Pavlovales sp. CCMP2436" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2167" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 532" 1 0 Inf 0 Inf Absent Absent
"Ambispora leptoticha" 1 0 Inf 0 Inf Absent Absent
"Dipsacomyces acuminosporus" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2618" 2 0 Inf 0 Inf Absent Absent
"Blyttiomyces sp. JEL0837" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1824" 1 0 Inf 0 Inf Absent Absent
"Termitomyces sp. T159_Od127" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 451" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. IMI 209127" 1 0 Inf 0 Inf Absent Absent
"Ceratobasidium sp. 370" 1 0 Inf 0 Inf Absent Absent
"Blastosporella zonata" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S2" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2559" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 678" 1 0 Inf 0 Inf Absent Absent
"Cryptophyta sp. CCMP2293" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 486" 2 0 Inf 0 Inf Absent Absent
"Streblomastix strix" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-8846" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-8845" 2 0 Inf 0 Inf Absent Absent
"Scutellospora calospora" 1 0 Inf 0 Inf Absent Absent
"Puccinia sorghi" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S142-1" 1 0 Inf 0 Inf Absent Absent
"Racocetra fulgida" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2673" 4 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1591" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1938" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1752" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2706" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. S17" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2702" 2 0 Inf 0 Inf Absent Absent
"Arthromyces matolae" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S610" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2611" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. 'formosensis'" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. BCRC 34490" 1 0 Inf 0 Inf Absent Absent
"Soboliphyme baturini" 2 0 Inf 0 Inf Absent Absent
"Timema podura" 2 0 Inf 0 Inf Absent Absent
"Tetraparma gracilis" 2 1 Inf 0 Inf Present Absent
"Coemansia sp. RSA 2703" 2 0 Inf 0 Inf Absent Absent
"Thalictrum thalictroides" 1 2 15350 0 Inf Present Absent
"Coemansia sp. RSA 2603" 2 0 Inf 0 Inf Absent Absent
"Reticulomyxa filosa" 3 0 Inf 0 Inf Absent Absent
"Oxylabes madagascariensis" 1 0 Inf 2 12104 Absent Present
"Coemansia sp. RSA 454" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2708" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2599" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2671" 1 0 Inf 0 Inf Absent Absent
"Coemansia linderi" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 560" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S85" 2 0 Inf 0 Inf Absent Absent
"Triparma retinervis" 1 1 4340 0 Inf Present Absent
"Coemansia sp. RSA 921" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2681" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2598" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 551" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 475" 1 0 Inf 0 Inf Absent Absent
"Smittium simulii" 1 0 Inf 0 Inf Absent Absent
"Racocetra persica" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2524" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2052" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 530" 2 0 Inf 0 Inf Absent Absent
"Piromyces sp. E2" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 788" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1937" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2531" 1 0 Inf 0 Inf Absent Absent
"Nowakowskiella sp. JEL0078" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1694" 1 0 Inf 0 Inf Absent Absent
"Linderina macrospora" 2 0 Inf 0 Inf Absent Absent
"Smittium megazygosporum" 1 0 Inf 0 Inf Absent Absent
"Rhizoclosmatium hyalinum" 2 0 Inf 0 Inf Absent Absent
"Arabis nemorensis" 2 4 6334 0 15079837 Present Absent
"Brugia timori" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1287" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1836" 1 0 Inf 0 Inf Absent Absent
"Protopolystoma xenopodis" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 25" 1 0 Inf 0 Inf Absent Absent
"Euroglyphus maynei" 1 0 Inf 0 Inf Absent Absent
"Trifolium medium" 1 0 Inf 0 Inf Absent Absent
"Yamadazyma tenuis" 1 0 373839 0 684731 Absent Absent
"Saccharomyces cerevisiae" 365 0 502594 0 49111 Absent Absent
"Cryptococcus neoformans" 1 0 Inf 0 671382 Absent Absent
"Pyricularia oryzae" 35 0 Inf 0 1335975 Absent Absent
"Fusarium graminearum" 12 0 Inf 0 3475348 Absent Absent
"Aspergillus flavus" 9 0 Inf 0 63214 Absent Absent
"Yarrowia lipolytica" 13 0 Inf 0 1218285 Absent Absent
"Kluyveromyces marxianus" 4 0 177616 0 355824 Absent Absent
"Komagataella phaffii CBS 7435" 2 0 272644 0 424626 Absent Absent
"Trichoderma atroviride" 1 0 Inf 0 902923 Absent Absent
"Cordyceps militaris" 1 0 Inf 0 Inf Absent Absent
"Plasmodium yoelii yoelii" 3 0 Inf 0 Inf Absent Absent
"Trichoderma asperellum" 2 0 Inf 0 1614361 Absent Absent
"Leishmania infantum" 1 0 717259 0 425977 Absent Absent
"Clavispora lusitaniae" 7 0 368370 0 735468 Absent Absent
"Saccharomyces uvarum" 2 0 Inf 0 69527 Absent Absent
"Histoplasma capsulatum" 2 0 3023313 0 2698769 Absent Absent
"Histoplasma capsulatum H88" 2 0 Inf 0 3852955 Absent Absent
"Penicillium digitatum" 2 0 581821 0 5662103 Absent Absent
"Trichoderma virens" 1 0 1204657 0 844567 Absent Absent
"Trichoderma virens FT-333" 1 0 1183919 0 820894 Absent Absent
"Coccidioides posadasii str. Silveira" 2 0 464964 0 464653 Absent Absent
"Fusarium pseudograminearum" 3 0 Inf 0 468245 Absent Absent
"Saccharomyces kudriavzevii ZP591" 1 0 241981 0 52688 Absent Absent
"Theileria orientalis" 1 0 357428 0 152847 Absent Absent
"Metarhizium brunneum" 1 0 1065143 0 1288346 Absent Absent
"Eremothecium gossypii FDAG1" 1 0 397005 0 121317 Absent Absent
"Encephalitozoon hellem" 3 0 47759 0 51674 Absent Absent
"Malassezia sympodialis ATCC 42132" 1 0 557658 0 Inf Absent Absent
"Encephalitozoon intestinalis" 1 0 Inf 0 50237 Absent Absent
"Plasmodium vinckei petteri" 2 0 Inf 0 Inf Absent Absent
"Plasmodium vinckei brucechwatti" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum graminicola" 1 0 522836 0 1140399 Absent Absent
"Malassezia restricta CBS 7877" 1 0 Inf 0 Inf Absent Absent
"Podospora comata" 1 0 Inf 0 805204 Absent Absent
"Saccharomyces cerevisiae YJM451" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM326" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM320" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae PE-2" 2 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM627" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1129" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM428" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM270" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM993" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1332" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM996" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1244" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM975" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1356" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM244" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1477" 1 0 Inf 0 844448 Absent Absent
"Saccharomyces cerevisiae YJM1242" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1336" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1381" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1460" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM981" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM978" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM189" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1417" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM984" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM450" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1418" 1 0 Inf 0 Inf Absent Absent
